epoch,start_time,end_time,duration_s,avg_duration_s,total_time_min,batch_count,avg_train_loss,val_accuracy,val_rmse,val_auc
102,1970-01-01 15:26:18,1970-01-01 15:26:19,1.44,1.59,2.7,4,0.661219,-1.0,-1.0,-1.0
103,1970-01-01 15:26:24,1970-01-01 15:26:26,1.59,1.59,2.73,4,0.661041,-1.0,-1.0,-1.0
104,1970-01-01 15:26:30,1970-01-01 15:26:32,1.44,1.59,2.75,4,0.661929,-1.0,-1.0,-1.0
105,1970-01-01 15:26:38,1970-01-01 15:26:40,1.48,1.59,2.77,4,0.663351,-1.0,-1.0,-1.0
106,1970-01-01 15:26:44,1970-01-01 15:26:45,1.48,1.58,2.8,4,0.661718,-1.0,-1.0,-1.0
107,1970-01-01 15:26:50,1970-01-01 15:26:52,1.75,1.59,2.83,4,0.659122,-1.0,-1.0,-1.0
108,1970-01-01 15:26:56,1970-01-01 15:26:58,1.56,1.59,2.85,4,0.658745,-1.0,-1.0,-1.0
109,1970-01-01 15:27:03,1970-01-01 15:27:05,1.48,1.58,2.88,4,0.662931,-1.0,-1.0,-1.0
110,1970-01-01 15:27:07,1970-01-01 15:27:08,1.58,1.58,2.91,4,0.661071,-1.0,-1.0,-1.0
111,1970-01-01 15:27:11,1970-01-01 15:27:12,1.48,1.58,2.93,4,0.660652,-1.0,-1.0,-1.0
112,1970-01-01 15:27:14,1970-01-01 15:27:16,1.54,1.58,2.96,4,0.662987,-1.0,-1.0,-1.0
113,1970-01-01 15:27:18,1970-01-01 15:27:19,1.42,1.58,2.98,4,0.661679,-1.0,-1.0,-1.0
114,1970-01-01 15:27:20,1970-01-01 15:27:21,1.36,1.58,3.0,4,0.663798,-1.0,-1.0,-1.0
115,1970-01-01 15:27:22,1970-01-01 15:27:23,1.34,1.58,3.02,4,0.658921,-1.0,-1.0,-1.0
116,1970-01-01 15:27:24,1970-01-01 15:27:25,1.36,1.58,3.05,4,0.659326,-1.0,-1.0,-1.0
117,1970-01-01 15:27:25,1970-01-01 15:27:27,1.37,1.57,3.07,4,0.660234,-1.0,-1.0,-1.0
118,1970-01-01 15:27:27,1970-01-01 15:27:29,1.4,1.57,3.09,4,0.663813,-1.0,-1.0,-1.0
119,1970-01-01 15:27:29,1970-01-01 15:27:31,1.51,1.57,3.12,4,0.664974,-1.0,-1.0,-1.0
120,1970-01-01 15:27:31,1970-01-01 15:27:33,1.52,1.57,3.14,4,0.659984,-1.0,-1.0,-1.0
121,1970-01-01 15:27:33,1970-01-01 15:27:35,1.45,1.57,3.17,4,0.659681,-1.0,-1.0,-1.0
122,1970-01-01 15:27:35,1970-01-01 15:27:37,1.37,1.57,3.19,4,0.661056,-1.0,-1.0,-1.0
123,1970-01-01 15:27:37,1970-01-01 15:27:39,1.47,1.57,3.22,4,0.660262,-1.0,-1.0,-1.0
124,1970-01-01 15:27:39,1970-01-01 15:27:41,1.91,1.57,3.25,4,0.660873,-1.0,-1.0,-1.0
125,1970-01-01 15:27:41,1970-01-01 15:27:43,1.45,1.57,3.27,4,0.65989,-1.0,-1.0,-1.0
126,1970-01-01 15:27:43,1970-01-01 15:27:45,1.34,1.57,3.29,4,0.661048,-1.0,-1.0,-1.0
127,1970-01-01 15:27:45,1970-01-01 15:27:47,1.4,1.57,3.32,4,0.66568,-1.0,-1.0,-1.0
128,1970-01-01 15:27:47,1970-01-01 15:27:49,1.39,1.57,3.34,4,0.661261,-1.0,-1.0,-1.0
129,1970-01-01 15:27:49,1970-01-01 15:27:51,1.34,1.56,3.36,4,0.662177,-1.0,-1.0,-1.0
130,1970-01-01 15:27:51,1970-01-01 15:27:53,1.38,1.56,3.39,4,0.664663,-1.0,-1.0,-1.0
131,1970-01-01 15:27:53,1970-01-01 15:27:55,1.46,1.56,3.41,4,0.663245,-1.0,-1.0,-1.0
132,1970-01-01 15:27:55,1970-01-01 15:27:57,1.39,1.56,3.43,4,0.66287,-1.0,-1.0,-1.0
133,1970-01-01 15:27:57,1970-01-01 15:27:59,1.67,1.56,3.46,4,0.662895,-1.0,-1.0,-1.0
134,1970-01-01 15:28:00,1970-01-01 15:28:02,1.65,1.56,3.49,4,0.658216,-1.0,-1.0,-1.0
135,1970-01-01 15:28:02,1970-01-01 15:28:04,2.11,1.57,3.52,4,0.661062,-1.0,-1.0,-1.0
136,1970-01-01 15:28:05,1970-01-01 15:28:08,2.67,1.57,3.57,4,0.662781,-1.0,-1.0,-1.0
137,1970-01-01 15:28:08,1970-01-01 15:28:10,1.52,1.57,3.59,4,0.66105,-1.0,-1.0,-1.0
138,1970-01-01 15:28:11,1970-01-01 15:28:12,1.51,1.57,3.62,4,0.662832,-1.0,-1.0,-1.0
139,1970-01-01 15:28:13,1970-01-01 15:28:14,1.43,1.57,3.64,4,0.66197,-1.0,-1.0,-1.0
140,1970-01-01 15:28:15,1970-01-01 15:28:16,1.41,1.57,3.67,4,0.665962,-1.0,-1.0,-1.0
141,1970-01-01 15:28:17,1970-01-01 15:28:18,1.39,1.57,3.69,4,0.66086,-1.0,-1.0,-1.0
142,1970-01-01 15:28:19,1970-01-01 15:28:20,1.36,1.57,3.71,4,0.661313,-1.0,-1.0,-1.0
143,1970-01-01 15:28:21,1970-01-01 15:28:22,1.35,1.57,3.73,4,0.663123,-1.0,-1.0,-1.0
144,1970-01-01 15:28:22,1970-01-01 15:28:24,1.37,1.57,3.76,4,0.66242,-1.0,-1.0,-1.0
145,1970-01-01 15:28:24,1970-01-01 15:28:26,1.37,1.56,3.78,4,0.662769,-1.0,-1.0,-1.0
146,1970-01-01 15:28:26,1970-01-01 15:28:28,1.38,1.56,3.8,4,0.664778,-1.0,-1.0,-1.0
147,1970-01-01 15:28:28,1970-01-01 15:28:29,1.36,1.56,3.83,4,0.660158,-1.0,-1.0,-1.0
148,1970-01-01 15:28:30,1970-01-01 15:28:31,1.36,1.56,3.85,4,0.658779,-1.0,-1.0,-1.0
149,1970-01-01 15:28:32,1970-01-01 15:28:33,1.4,1.56,3.87,4,0.660019,-1.0,-1.0,-1.0
150,1970-01-01 15:28:34,1970-01-01 15:28:35,1.36,1.56,3.89,4,0.660119,-1.0,-1.0,-1.0
151,1970-01-01 15:28:36,1970-01-01 15:28:37,1.38,1.56,3.92,4,0.662467,-1.0,-1.0,-1.0
152,1970-01-01 15:28:37,1970-01-01 15:28:39,1.35,1.56,3.94,4,0.661059,-1.0,-1.0,-1.0
153,1970-01-01 15:28:39,1970-01-01 15:28:41,1.35,1.55,3.96,4,0.659362,-1.0,-1.0,-1.0
154,1970-01-01 15:28:41,1970-01-01 15:28:43,1.39,1.55,3.99,4,0.660145,-1.0,-1.0,-1.0
155,1970-01-01 15:28:43,1970-01-01 15:28:44,1.39,1.55,4.01,4,0.662226,-1.0,-1.0,-1.0
156,1970-01-01 15:28:45,1970-01-01 15:28:46,1.35,1.55,4.03,4,0.662144,-1.0,-1.0,-1.0
157,1970-01-01 15:28:47,1970-01-01 15:28:48,1.39,1.55,4.05,4,0.660489,-1.0,-1.0,-1.0
158,1970-01-01 15:28:49,1970-01-01 15:28:50,1.33,1.55,4.08,4,0.659369,-1.0,-1.0,-1.0
159,1970-01-01 15:28:50,1970-01-01 15:28:52,1.35,1.55,4.1,4,0.661254,-1.0,-1.0,-1.0
160,1970-01-01 15:28:52,1970-01-01 15:28:54,1.35,1.55,4.12,4,0.659531,-1.0,-1.0,-1.0
161,1970-01-01 15:28:54,1970-01-01 15:28:55,1.36,1.54,4.14,4,0.663155,-1.0,-1.0,-1.0
162,1970-01-01 15:28:56,1970-01-01 15:28:57,1.35,1.54,4.17,4,0.658825,-1.0,-1.0,-1.0
163,1970-01-01 15:28:58,1970-01-01 15:28:59,1.33,1.54,4.19,4,0.659822,-1.0,-1.0,-1.0
164,1970-01-01 15:29:00,1970-01-01 15:29:01,1.4,1.54,4.21,4,0.660184,-1.0,-1.0,-1.0
165,1970-01-01 15:29:02,1970-01-01 15:29:03,1.43,1.54,4.24,4,0.658787,-1.0,-1.0,-1.0
166,1970-01-01 15:29:03,1970-01-01 15:29:05,1.35,1.54,4.26,4,0.662524,-1.0,-1.0,-1.0
167,1970-01-01 15:29:05,1970-01-01 15:29:07,1.4,1.54,4.28,4,0.660681,-1.0,-1.0,-1.0
168,1970-01-01 15:29:07,1970-01-01 15:29:09,1.38,1.54,4.3,4,0.660885,-1.0,-1.0,-1.0
169,1970-01-01 15:29:09,1970-01-01 15:29:11,1.41,1.54,4.33,4,0.662705,-1.0,-1.0,-1.0
170,1970-01-01 15:29:11,1970-01-01 15:29:12,1.35,1.54,4.35,4,0.661993,-1.0,-1.0,-1.0
171,1970-01-01 15:29:13,1970-01-01 15:29:14,1.38,1.53,4.37,4,0.660655,-1.0,-1.0,-1.0
172,1970-01-01 15:29:15,1970-01-01 15:29:16,1.38,1.53,4.4,4,0.657608,-1.0,-1.0,-1.0
173,1970-01-01 15:29:17,1970-01-01 15:29:18,1.37,1.53,4.42,4,0.66052,-1.0,-1.0,-1.0
174,1970-01-01 15:29:19,1970-01-01 15:29:20,1.38,1.53,4.44,4,0.659443,-1.0,-1.0,-1.0
175,1970-01-01 15:29:20,1970-01-01 15:29:22,1.48,1.53,4.47,4,0.65847,-1.0,-1.0,-1.0
176,1970-01-01 15:29:22,1970-01-01 15:29:24,1.42,1.53,4.49,4,0.656512,-1.0,-1.0,-1.0
177,1970-01-01 15:29:24,1970-01-01 15:29:26,1.35,1.53,4.51,4,0.656611,-1.0,-1.0,-1.0
178,1970-01-01 15:29:26,1970-01-01 15:29:28,1.35,1.53,4.54,4,0.658182,-1.0,-1.0,-1.0
179,1970-01-01 15:29:28,1970-01-01 15:29:29,1.38,1.53,4.56,4,0.660781,-1.0,-1.0,-1.0
180,1970-01-01 15:29:30,1970-01-01 15:29:32,1.56,1.53,4.58,4,0.660811,-1.0,-1.0,-1.0
181,1970-01-01 15:29:32,1970-01-01 15:29:33,1.38,1.53,4.61,4,0.657962,-1.0,-1.0,-1.0
182,1970-01-01 15:29:34,1970-01-01 15:29:35,1.36,1.53,4.63,4,0.660126,-1.0,-1.0,-1.0
183,1970-01-01 15:29:36,1970-01-01 15:29:37,1.37,1.53,4.65,4,0.656686,-1.0,-1.0,-1.0
184,1970-01-01 15:29:38,1970-01-01 15:29:39,1.34,1.52,4.68,4,0.659387,-1.0,-1.0,-1.0
185,1970-01-01 15:29:39,1970-01-01 15:29:41,1.35,1.52,4.7,4,0.659459,-1.0,-1.0,-1.0
186,1970-01-01 15:29:41,1970-01-01 15:29:43,1.32,1.52,4.72,4,0.654712,-1.0,-1.0,-1.0
187,1970-01-01 15:29:43,1970-01-01 15:29:45,1.33,1.52,4.74,4,0.658749,-1.0,-1.0,-1.0
188,1970-01-01 15:29:45,1970-01-01 15:29:46,1.35,1.52,4.76,4,0.654209,-1.0,-1.0,-1.0
189,1970-01-01 15:29:47,1970-01-01 15:29:48,1.37,1.52,4.79,4,0.65686,-1.0,-1.0,-1.0
190,1970-01-01 15:29:49,1970-01-01 15:29:50,1.42,1.52,4.81,4,0.657939,-1.0,-1.0,-1.0
191,1970-01-01 15:29:51,1970-01-01 15:29:52,1.38,1.52,4.83,4,0.656864,-1.0,-1.0,-1.0
192,1970-01-01 15:29:53,1970-01-01 15:29:54,1.36,1.52,4.86,4,0.656243,-1.0,-1.0,-1.0
193,1970-01-01 15:29:54,1970-01-01 15:29:56,1.37,1.52,4.88,4,0.655223,-1.0,-1.0,-1.0
194,1970-01-01 15:29:56,1970-01-01 15:29:58,1.37,1.52,4.9,4,0.655128,-1.0,-1.0,-1.0
195,1970-01-01 15:29:58,1970-01-01 15:29:59,1.35,1.52,4.93,4,0.651553,-1.0,-1.0,-1.0
196,1970-01-01 15:30:00,1970-01-01 15:30:01,1.37,1.51,4.95,4,0.651728,-1.0,-1.0,-1.0
197,1970-01-01 15:30:02,1970-01-01 15:30:03,1.36,1.51,4.97,4,0.651073,-1.0,-1.0,-1.0
198,1970-01-01 15:30:04,1970-01-01 15:30:05,1.35,1.51,4.99,4,0.654716,-1.0,-1.0,-1.0
199,1970-01-01 15:30:06,1970-01-01 15:30:07,1.36,1.51,5.02,4,0.652833,-1.0,-1.0,-1.0
200,1970-01-01 15:30:07,1970-01-01 15:30:09,1.37,1.51,5.04,4,0.648379,-1.0,-1.0,-1.0
201,1970-01-01 15:30:09,1970-01-01 15:30:11,1.41,1.51,5.06,4,0.648539,-1.0,-1.0,-1.0
202,1970-01-01 15:30:11,1970-01-01 15:30:13,1.38,1.51,5.09,4,0.652699,-1.0,-1.0,-1.0
203,1970-01-01 15:30:13,1970-01-01 15:30:14,1.42,1.51,5.11,4,0.651212,-1.0,-1.0,-1.0
204,1970-01-01 15:30:15,1970-01-01 15:30:16,1.37,1.51,5.13,4,0.647138,-1.0,-1.0,-1.0
205,1970-01-01 15:30:17,1970-01-01 15:30:18,1.39,1.51,5.15,4,0.646589,-1.0,-1.0,-1.0
206,1970-01-01 15:30:19,1970-01-01 15:30:20,1.41,1.51,5.18,4,0.645495,-1.0,-1.0,-1.0
207,1970-01-01 15:30:21,1970-01-01 15:30:22,1.45,1.51,5.2,4,0.646917,-1.0,-1.0,-1.0
208,1970-01-01 15:30:23,1970-01-01 15:30:24,1.4,1.51,5.23,4,0.643092,-1.0,-1.0,-1.0
209,1970-01-01 15:30:25,1970-01-01 15:30:26,1.42,1.51,5.25,4,0.645548,-1.0,-1.0,-1.0
210,1970-01-01 15:30:26,1970-01-01 15:30:28,1.39,1.51,5.27,4,0.643737,-1.0,-1.0,-1.0
211,1970-01-01 15:30:28,1970-01-01 15:30:30,1.39,1.51,5.3,4,0.642547,-1.0,-1.0,-1.0
212,1970-01-01 15:30:30,1970-01-01 15:30:32,1.36,1.51,5.32,4,0.640492,-1.0,-1.0,-1.0
213,1970-01-01 15:30:32,1970-01-01 15:30:33,1.41,1.5,5.34,4,0.639648,-1.0,-1.0,-1.0
214,1970-01-01 15:30:34,1970-01-01 15:30:35,1.39,1.5,5.37,4,0.639052,-1.0,-1.0,-1.0
215,1970-01-01 15:30:36,1970-01-01 15:30:37,1.4,1.5,5.39,4,0.639978,-1.0,-1.0,-1.0
216,1970-01-01 15:30:38,1970-01-01 15:30:39,1.38,1.5,5.41,4,0.635068,-1.0,-1.0,-1.0
217,1970-01-01 15:30:40,1970-01-01 15:30:41,1.45,1.5,5.44,4,0.635138,-1.0,-1.0,-1.0
218,1970-01-01 15:30:42,1970-01-01 15:30:43,1.46,1.5,5.46,4,0.629447,-1.0,-1.0,-1.0
219,1970-01-01 15:30:44,1970-01-01 15:30:45,1.46,1.5,5.48,4,0.632378,-1.0,-1.0,-1.0
220,1970-01-01 15:30:45,1970-01-01 15:30:47,1.47,1.5,5.51,4,0.631143,-1.0,-1.0,-1.0
221,1970-01-01 15:30:48,1970-01-01 15:30:49,1.41,1.5,5.53,4,0.628667,-1.0,-1.0,-1.0
222,1970-01-01 15:30:49,1970-01-01 15:30:51,1.39,1.5,5.56,4,0.627591,-1.0,-1.0,-1.0
223,1970-01-01 15:30:51,1970-01-01 15:30:53,1.35,1.5,5.58,4,0.623733,-1.0,-1.0,-1.0
