epoch,start_time,end_time,duration_s,avg_duration_s,total_time_min,batch_count,avg_train_loss,val_accuracy,val_rmse,val_auc
25,1970-01-02 10:05:37,1970-01-02 10:05:39,1.61,1.64,0.68,4,0.70656,-1.0,-1.0,-1.0
26,1970-01-02 10:05:39,1970-01-02 10:05:41,1.56,1.64,0.71,4,0.706437,-1.0,-1.0,-1.0
27,1970-01-02 10:05:41,1970-01-02 10:05:42,1.54,1.63,0.73,4,0.70487,-1.0,-1.0,-1.0
28,1970-01-02 10:05:42,1970-01-02 10:05:44,1.54,1.63,0.76,4,0.692796,-1.0,-1.0,-1.0
29,1970-01-02 10:05:44,1970-01-02 10:05:45,1.52,1.63,0.79,4,0.697589,-1.0,-1.0,-1.0
30,1970-01-02 10:05:45,1970-01-02 10:05:47,1.7,1.63,0.81,4,0.690293,-1.0,-1.0,-1.0
31,1970-01-02 10:05:47,1970-01-02 10:05:49,1.6,1.63,0.84,4,0.686122,-1.0,-1.0,-1.0
32,1970-01-02 10:05:49,1970-01-02 10:05:50,1.71,1.63,0.87,4,0.684297,-1.0,-1.0,-1.0
33,1970-01-02 10:05:50,1970-01-02 10:05:52,1.57,1.63,0.9,4,0.686567,-1.0,-1.0,-1.0
34,1970-01-02 10:05:52,1970-01-02 10:05:54,1.5,1.62,0.92,4,0.677328,-1.0,-1.0,-1.0
35,1970-01-02 10:05:54,1970-01-02 10:05:55,1.58,1.62,0.95,4,0.67695,-1.0,-1.0,-1.0
36,1970-01-02 10:05:55,1970-01-02 10:05:57,1.5,1.62,0.97,4,0.671906,-1.0,-1.0,-1.0
37,1970-01-02 10:05:57,1970-01-02 10:05:58,1.56,1.62,1.0,4,0.674178,-1.0,-1.0,-1.0
38,1970-01-02 10:05:58,1970-01-02 10:06:00,1.75,1.62,1.03,4,0.672084,-1.0,-1.0,-1.0
39,1970-01-02 10:06:00,1970-01-02 10:06:02,1.59,1.62,1.05,4,0.667168,-1.0,-1.0,-1.0
40,1970-01-02 10:06:02,1970-01-02 10:06:03,1.58,1.62,1.08,4,0.668471,-1.0,-1.0,-1.0
41,1970-01-02 10:06:03,1970-01-02 10:06:05,1.76,1.62,1.11,4,0.667775,-1.0,-1.0,-1.0
42,1970-01-02 10:06:05,1970-01-02 10:06:07,1.57,1.62,1.13,4,0.669937,-1.0,-1.0,-1.0
43,1970-01-02 10:06:07,1970-01-02 10:06:08,1.55,1.62,1.16,4,0.669816,-1.0,-1.0,-1.0
44,1970-01-02 10:06:08,1970-01-02 10:06:10,1.57,1.62,1.19,4,0.669167,-1.0,-1.0,-1.0
45,1970-01-02 10:06:10,1970-01-02 10:06:12,1.6,1.62,1.21,4,0.665579,-1.0,-1.0,-1.0
46,1970-01-02 10:06:12,1970-01-02 10:06:13,1.6,1.62,1.24,4,0.666038,-1.0,-1.0,-1.0
47,1970-01-02 10:06:13,1970-01-02 10:06:15,1.56,1.62,1.27,4,0.664263,-1.0,-1.0,-1.0
48,1970-01-02 10:06:15,1970-01-02 10:06:16,1.53,1.61,1.29,4,0.663417,-1.0,-1.0,-1.0
49,1970-01-02 10:06:16,1970-01-02 10:06:18,1.55,1.61,1.32,4,0.664523,-1.0,-1.0,-1.0
50,1970-01-02 10:06:18,1970-01-02 10:06:20,1.56,1.61,1.34,4,0.668686,-1.0,-1.0,-1.0
51,1970-01-02 10:06:20,1970-01-02 10:06:22,1.56,1.61,1.37,4,0.661791,-1.0,-1.0,-1.0
52,1970-01-02 10:06:22,1970-01-02 10:06:24,1.58,1.61,1.4,4,0.662347,-1.0,-1.0,-1.0
53,1970-01-02 10:06:24,1970-01-02 10:06:26,1.55,1.61,1.42,4,0.66045,-1.0,-1.0,-1.0
54,1970-01-02 10:06:26,1970-01-02 10:06:28,1.57,1.61,1.45,4,0.663362,-1.0,-1.0,-1.0
55,1970-01-02 10:06:28,1970-01-02 10:06:30,1.56,1.61,1.47,4,0.665901,-1.0,-1.0,-1.0
56,1970-01-02 10:06:30,1970-01-02 10:06:32,1.53,1.61,1.5,4,0.660267,-1.0,-1.0,-1.0
57,1970-01-02 10:06:32,1970-01-02 10:06:34,1.54,1.61,1.53,4,0.665441,-1.0,-1.0,-1.0
58,1970-01-02 10:06:34,1970-01-02 10:06:35,1.74,1.61,1.55,4,0.661885,-1.0,-1.0,-1.0
59,1970-01-02 10:06:36,1970-01-02 10:06:37,1.64,1.61,1.58,4,0.659105,-1.0,-1.0,-1.0
60,1970-01-02 10:06:37,1970-01-02 10:06:39,1.58,1.61,1.61,4,0.659057,-1.0,-1.0,-1.0
61,1970-01-02 10:06:39,1970-01-02 10:06:41,1.59,1.61,1.63,4,0.664076,-1.0,-1.0,-1.0
62,1970-01-02 10:06:41,1970-01-02 10:06:43,1.57,1.61,1.66,4,0.662119,-1.0,-1.0,-1.0
63,1970-01-02 10:06:43,1970-01-02 10:06:45,1.63,1.61,1.69,4,0.66333,-1.0,-1.0,-1.0
64,1970-01-02 10:06:45,1970-01-02 10:06:46,1.6,1.61,1.71,4,0.659234,-1.0,-1.0,-1.0
65,1970-01-02 10:06:47,1970-01-02 10:06:48,1.6,1.61,1.74,4,0.663095,-1.0,-1.0,-1.0
66,1970-01-02 10:06:48,1970-01-02 10:06:50,1.59,1.61,1.77,4,0.660268,-1.0,-1.0,-1.0
67,1970-01-02 10:06:50,1970-01-02 10:06:52,1.69,1.61,1.8,4,0.661866,-1.0,-1.0,-1.0
68,1970-01-02 10:06:52,1970-01-02 10:06:54,1.58,1.61,1.82,4,0.661605,-1.0,-1.0,-1.0
69,1970-01-02 10:06:54,1970-01-02 10:06:55,1.58,1.61,1.85,4,0.662435,-1.0,-1.0,-1.0
70,1970-01-02 10:06:55,1970-01-02 10:06:57,1.64,1.61,1.88,4,0.659825,-1.0,-1.0,-1.0
71,1970-01-02 10:06:57,1970-01-02 10:06:59,1.62,1.61,1.9,4,0.663547,-1.0,-1.0,-1.0
72,1970-01-02 10:06:59,1970-01-02 10:07:00,1.6,1.61,1.93,4,0.664193,-1.0,-1.0,-1.0
